track_name,album_name,key,mode,tempo,energy,danceability,duration_min,time_signature,valence,acousticness,instrumentalness,liveness,loudness,speechiness,release_date,album_id
I'm Only Me When I'm With You,Taylor Swift,Ab,Major,143.964,93.4,56.3,3.550883333333333,4/4,51.800000000000004,0.45199999999999996,0.0807,10.299999999999999,-3.629,6.460000000000001,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
Invisible,Taylor Swift,G,Major,96.001,39.4,61.199999999999996,3.3871166666666666,4/4,23.3,63.7,0.0,14.7,-5.723,2.4299999999999997,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
A Perfectly Good Heart,Taylor Swift,E,Major,156.092,75.1,48.3,3.6691166666666666,4/4,26.8,0.349,0.0,12.8,-5.726,3.65,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
Teardrops on My Guitar - Pop Version,Taylor Swift,Bb,Major,199.997,75.3,45.9,2.98445,4/4,48.3,4.02,0.0,8.63,-3.827,5.37,2006-10-24,5eyZZoQEFQWRHkV2xgAeBw
You’re Losing Me (From The Vault),Midnights (The Til Dawn Edition),C,Major,102.984,39.1,74.7,4.630533333333333,4/4,19.5,52.900000000000006,0.3,11.1,-13.767,5.2,2023-11-29,5q3jthpn2h59P7pe2gmAl7
Carolina - From The Motion Picture “Where The Crawdads Sing”,Other,B,Minor,115.851,18.9,47.599999999999994,4.4073166666666665,4/4,32.4,90.4,0.000452,25.4,-13.777,3.29,2022-06-24,5Bwg2XxrjTlrNy6BC7KQZf
The Joker And The Queen (feat. Taylor Swift),Other,C,Major,133.83,30.9,52.800000000000004,3.0903666666666667,4/4,30.7,92.4,0.00020999999999999998,28.199999999999996,-7.398,3.29,2022-02-11,0vkAczpFKCazPKaoLtnBr0
Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),Red (Taylor's Version),G,Major,144.641,32.2,40.6,3.994466666666667,4/4,24.4,77.10000000000001,0.000377,7.359999999999999,-10.953,2.79,2021-11-12,1qEs8XpGGduMUF7jfAs5l3
Eyes Open (Taylor's Version),Red (Taylor's Version),G,Major,137.048,77.3,56.599999999999994,4.0544,4/4,25.6,0.0818,0.10300000000000001,18.4,-6.976,3.56,2021-11-12,6AeF9IkXFpHz5H3wUNX3L3
Renegade - Pop Version,Other,C,Major,167.949,72.6,34.1,3.8587833333333332,4/4,63.0,31.5,0.00627,9.48,-7.271,6.99,2021-08-17,49yiYOnz2UyaNl72xvDERt
If This Was A Movie (Taylor’s Version),Fearless (Taylor's Version),E,Major,147.854,70.1,47.199999999999996,3.9503666666666666,4/4,30.4,9.1,0.0,23.0,-3.72,2.79,2021-04-09,6IZm7NfvWyXp952VF36Z5F
Only The Young - Featured in Miss Americana,Other,F,Minor,93.516,78.0,56.00000000000001,2.6251166666666665,4/4,60.199999999999996,0.244,0.0,7.140000000000001,-4.895,5.17,2020-01-31,5LGsh3kexUfi3qkIIxb8vK
Christmas Tree Farm,Other,G,Major,134.002,68.0,59.8,3.80045,4/4,43.7,6.0,0.0,32.4,-4.505,3.3099999999999996,2019-12-06,5JnnrTE35MQagEnEkFthiF
All Of The Girls You Loved Before,Lover,D,Major,95.96,46.7,71.8,3.6901166666666665,3/4,39.6,70.7,0.00692,12.6,-9.66,3.9800000000000004,2019-08-23,1Uauz6ql2dIPvIOH4JiuhD
"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Other,F#,Major,135.012,61.4,71.0,3.9606666666666666,4/4,67.30000000000001,0.164,0.0154,7.85,-6.965,3.66,2013-10-21,11e4xCXllbvk8pWc1cCas1
